listing_id,url,title,published_at,property_type,district,direction,price,area_sqm,rooms,bathrooms,age_years,actual_annual_rent,yield_pct,key_features,من_المالك_مباشرة,owner_detection_reason,advertiser_name,description
6859127,https://sa.aqar.fm/أراضي-للبيع/مكة-المكرمة/حي-الرصيفة/شارع-عبدالله-عريف-حي-الرصيفة-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6859127,"أرض للبيع في شارع عبدالله عريف, حي الرصيفة, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-09-05,أرض,حي الرصيفة,حي الرصيفة,"3,009,000",708.0,,,,"500,000",16.62%,,لا,,محمد            صالح            دهير            الجعيد         ,"فرصه ذهبية في العاصمة المقدسة🕋
للبيع موقع تجاري بعائد سنوي💸
علي طريق الرصيفة♨️
بالقرب من :
محطة القطار 🚄
مسار مكة 🕋
طريق الملك عبدالعزيز 🛣
الدائري الثالث🛣

مساحة الارض: 1415م
تتميز بواجهتين
امامية علي طريق الرصيفه
خلفي علي شارع 16م
الارض مؤجرة بعائد سنوي 500الف ريال💸
ملاحظة:
البيع القطعتين مع بعض
السعر الاجمالي: 000 800 10 مليون ريال
لمزيد من التفاصيل والتواصل:
م محمد صالح الجعيد العقارية
208 77 84 055☎️"
6713286,https://sa.aqar.fm/عمائر-للبيع/مكة-المكرمة/حي-الشوقية/شارع-مالك-المغربي-حي-المحمدية-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6713286,"عمارة للبيع في شارع مالك المغربي, حي المحمدية, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-05-30,عمارة,حي الشوقية,حي الشوقية,"4,600,000",500.0,,,0.0,"450,000",9.78%,مصعد | مطبخ راكب | سطح خاص | مؤثثة | قريب من الخدمات,لا,,محمد دخيل,"*عمارة استثمارية للبيع في مكة – حي الشوقية (موقع ممتاز)*
فرصة مميزة للاستثمار بدخل سنوي ٤٥٠ الف ريال عمارة سكنية *جديدة ومفروشه بالكامل* في أحد أفضل أحياء مكة المكرمة، *حي الشوقية* ، بموقع قريب من شارع *الدكتور عبدالقادر كوشك*، وقريبة من جميع الخدمات الحيوية.

*تفاصيل العمارة:*
* عدد الشقق: ١٧ شقة
* التوزيع:*
* 2 شقه : غرفه +صاله+ مطبخ
* 2 شقة: ٢ غرف + صالة + مطبخ
* 12 شقة: غرفتين + صالة + مطبخ
* 1 شقة: 3 غرف + صالة + مطبخ + سطح خاص

*مميزات العقار:*
* عمارة *جديدة بالكامل*
* *مصعد جديد* يخدم جميع الأدوار
* مؤثثة تأثيث ممتاز وجاهزة للتشغيل الفوري
* جميع الشقق مجهزة بالكامل:
* مكيفات جديدة
* ثلاجات جديدة
* تلفزيونات جديدة
* مايكرويف وغلايات
* أدوات مطبخ متكاملة
* تشطيب مناسب للتأجير السكني أو الفندقي
* موقع حيوي عالي الطلب يضمن استثماراً مستقراً
* المصعد وجميع الأجهزة تحت الضمان

*الموقع:*
* مكة المكرمة – حي الشوقية
* بالقرب من شارع الدكتور عبدالقادر كوشك
* سهولة الوصول إلى الطرق الرئيسية والخدمات

*سعر البيع:*
4,600,000 ريال سعودي
(قابل للتفاوض للجادين)

*ملاحظة:*
العقار فرصة استثمارية جاهزة للتشغيل مباشرة دون أي تكاليف إضافية. الدخل الحالي الان للعماره 370000 الف  عقود الكترونيه  ,الدخل المتوقع بعد تاجير الشقق بالكامل 456000الف ريال .

*للتواصل:*
 ((((الرقم يظهر عند الضغط على اتصال))))"
6796409,https://sa.aqar.fm/شقق-للبيع/مكة-المكرمة/حي-المعابدة/شارع-الامير-ماجد-بن-عبدالعزيز-حي-المعابده-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6796409,"شقة للبيع في شارع الامير ماجد بن عبدالعزيز, حي المعابده, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-07-29,شقة,حي المعابدة,حي المعابدة,"350,000",36.0,1.0,1.0,11.0,"32,400",9.26%,مطبخ راكب | مؤثثة,لا,,حمد محمد,"شقة استثمارية مؤثثة للبيع | مكة المكرمة

 استثمر في مكة… وامتلك وحدة فندقية جاهزة تحقق لك عائداً من اليوم الأول.

شقة مؤثثة بالكامل داخل فندق مخدوم، بتشطيب عصري وأثاث راقٍ، جاهزة للسكن أو الاستثمار والتأجير، دون الحاجة لأي تجهيزات إضافية.

تفاصيل العقار

📍 الموقع: مكة المكرمة
📏 تبعد ساحات الحرم قرابة 3 كلم
📐 المساحة: 36.8 م²
🛋️ الحالة: مؤثثة بالكامل وجاهزة
💰 السعر: 360,000 ريال
مؤجرة بعقد سنوي بقيمة 32400
أبرز المميزات

✔️ تقع داخل فندق مخدوم
✔️ مؤثثة بالكامل وجاهزة للاستثمار أو السكن
✔️ غرفة نوم متكاملة تضم سريرين نفرين
✔️ صالة أنيقة بتصميم عصري
✔️ مطبخ مجهز بالكامل
✔️ دورة مياه بتشطيبات حديثة
✔️ إنترنت مجاني (Wi-Fi)
✔️ أمن واستقبال على مدار الساعة
✔️ 4 مصاعد لخدمة النزلاء والسكان
✔️ فرصة استثمارية مميزة في أحد أكثر المواقع طلباً في مكة المكرمة

* افراغ فوري الكتروني

📞 للتواصل: ((الرقم يظهر عند الضغط على اتصال))

HELLO@ESTATEX.SA
WWW.ESTATEX.SA

ESTATEX | REAL ESTATE SOLUTIONS"
6624218,https://sa.aqar.fm/عمائر-للبيع/مكة-المكرمة/حي-النزهة/شارع-الحلاج-حي-النزهة-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6624218,"عمارة للبيع في شارع الحلاج, حي النزهة, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-03-13,عمارة,حي النزهة,حي النزهة,"8,000,000",400.0,,,0.0,"720,000",9.00%,,لا,,اسامه عبدالمحسن عبدالله المرشد,"نقدم لكم فرصة استثنائية لامتلاك مبنى سكني يقع في منطقة النزهة التي تحظى بطلب كبير في مكة. هذه الملكية مثالية للمستثمرين الذين يتطلعون لتعزيز محفظتهم في سوق سريع النمو. بسعر إجمالي قدره 8,000,000 ريال سعودي، يقدم هذا المبنى السكني لوحة فارغة لتطويرات سكنية مختلفة أو عمليات إيجار.
تتكون من ثمان وحدات :
عدد (٣) شقق دورين
عدد (٤) شقق دور واحد
عدد(١) الملاحق 
عدد الغرف في العمارة كاملة يتجاوز ٥٥ غرفة 

ميزات العقار:
- الموقع: النزهة، مكة
- الغرض: للبيع
- السعر: 8,000,000ريال سعودي
- العقار مؤجر سنوي بقيمة 720.000 والمالك لايمانع خصم الدفعة المستلمة من قيمة البيع، ولحاجة المالك لسيولة يعتبر هذا العقار فرصة، وكذلك المالك ما عنده مشكلة بالتفاوض 
- النوع: مبنى سكني
- المساحة الإجمالية: ٤٠٠ متر مربع
- مفروش: لا



تشمل المرافق:
- الكهرباء
- إمدادات المياه
- الصرف الصحي

يقع هذا المبنى في موقع ممتاز يتميز بالقرب من الخدمات الأساسية والمرافق. نظرًا لموقعه الاستراتيجي في مكة."
6617338,https://sa.aqar.fm/شقق-للبيع/مكة-المكرمة/حي-الحمراء-و-ام-الجود/شارع-أبي-خزامة-العذري-حي-أم-الجود-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6617338,"شقة للبيع في شارع أبي خزامة العذري, حي أم الجود, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-03-07,شقة,حي الحمراء و ام الجود,حي الحمراء و ام الجود,"250,000",81.0,3.0,2.0,8.0,"18,000",7.20%,دور أرضي,لا,,ساهمه سعيد,"🏡 شقة للبيع – مكة المكرمة | حي واحة مكة 🏡
📍 الموقع: مكة المكرمة – حي واحة مكة
📍  قرب مسجد نورة سليمان  

🏢 شركة بن حمد للعقارات
📢 الإعلان عن طريق مكتب تسويق عقاري معتمد

📌 إن مجرد معرفة موقع العقار عن طريق الإعلان بذمة العميل إنهاء الإجراء عن طريق المسوّق للإعلان

📐 المساحة:
📏 65 متر مربع

🏢 الدور:
🔹 الدور الأرضي
🚪 مدخل واحد

🛋️ مكونات الشقة:
🛏️ 3 غرف
🛋️ صالة
🚿 2 دورات مياه
🍳 مطبخ

💰 الوضع الحالي:
📄 الشقة مؤجرة حاليًا بـ 1500 ريال شهريًا

📌 إن مجرد معرفة موقع العقار عن طريق الإعلان بذمة العميل إنهاء الإجراء عن طريق المسوّق للإعلان

💵 سعر البيع:
💰 250,000 ريال

🏢 شركة بن حمد للعقارات
✨ الثقة نبنيها… والأمانة نحافظ عليها.

📞 للتواصل: ((الرقم يظهر عند الضغط على اتصال))"
6771007,https://sa.aqar.fm/عمائر-للبيع/مكة-المكرمة/حي-بطحاء-قريش/شارع-علي-بن-اسعد-الخطيب-حي-بطحاء-قريش-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6771007,"عمارة للبيع في شارع علي بن اسعد الخطيب, حي بطحاء قريش, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-09-09,عمارة,حي بطحاء قريش,حي بطحاء قريش,"5,000,000",610.0,,,10.0,"350,000",7.00%,حوش خاص,لا,,بدر محمد بن عوده الجهني,"تفاصيل العمارة (حي بطحاء قريش النموذجي) 
مساحة الارض 610
عدد الادوار : بدروم +دور ارضي+4 ادوار متكررة +مبيت
مساحة البناء: 2426.98م2
عمر العقار 9 سنة تقريبا 
عدد الشقق: 17 شقة وتفاصيلها كالتالي:
1 شقة خمسة غرف 
2 شقتين اربع غرف مع حوش صغير
10 شقق ثلاثة غرف 
3 شقق غرفتين 
1 شقة غرفة وصالة 
1 ملحق غرفة وصالة 

مؤجرة 350 ألف بدون البدروم 

تتميز العمارة بموقع قريب من الشارع العام وبجانب ممشى بطحاء قريش النموذجي بداية الحي وبجوارها مباشرة مسجد
توجد جميع الخدمات مياه كهرباء
يوجد عقد مع شركة موبايلي ( برج )"
6583573,https://sa.aqar.fm/أراضي-للبيع/مكة-المكرمة/حي-العوالي/شارع-ملكان-193-مدينة-ملكان-منطقة-مكة-المكرمة-6583573,"أرض للبيع في شارع ملكان 193, مدينة ملكان, منطقة مكة المكرمة",2026-02-09,أرض,حي العوالي,حي العوالي,"1,800,000",1800.0,,,,"126,000",7.00%,صك مستقل,لا,,علي غازي,"عقار تجاري للبيع – فرصة استثمارية مميزة

عقار تجاري للبيع بصك إلكتروني
مساحة الأرض 1,800 م²
📍 يقع في ملكان على الشارع الرئيسي – رأس بلوك
ويقع على ثلاثة شوارع في موقع حيوي

مواصفات العقار:
	•	عدد 7 محلات تجارية قائمة
	•	واجهة أمامية على شارع تجاري بعرض 30م
	•	واجهة داخلية 60م على شارع 15م
	•	الجزء المبني حاليًا في الواجهة الأمامية فقط بمساحة 30 × 10 م

الدخل والعائد:
	•	الدخل الحالي بعائد يقارب 7٪
	•	عند استغلال كامل مساحة الأرض يمكن رفع العائد إلى قرابة 9٪

مميزات إضافية:
	•	موقع استراتيجي رأس بلوك على الشارع الرئيسي
	•	ثلاث واجهات على شوارع مختلفة
	•	حركة تجارية عالية
	•	دخل ثابت وقابل للنمو

السعر مليون و ٨٠٠ الف قابل للتفاوض.

مباشر مع المالك ."
6829200,https://sa.aqar.fm/شقق-للبيع/مكة-المكرمة/حي-بطحاء-قريش/شارع-ابراهيم-بن-ابي-حيه-حي-بطحاء-قريش-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6829200,"شقة للبيع في شارع ابراهيم بن ابي حيه, حي بطحاء قريش, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-09-16,شقة,حي بطحاء قريش,حي بطحاء قريش,"730,000",208.0,5.0,3.0,5.0,"50,000",6.85%,موقف خاص | عداد كهرباء مستقل | عداد ماء مستقل | غرفة خادمة,نعم,عمود الشركة فاضي (فرد),وليد محمد,"فرصة عقارية مميزة في مكة المكرمة – للبيع أو للإيجار (حي بطحاء قريش)


شقة فاخرة بالدور الثالث للبيع أو للإيجار – في عمارة هادئة وموقع متميز!

---

تفاصيل العقار:

* الموقع: مكة المكرمة – حي بطحاء قريش – شارع إبراهيم بن أبي حية.
* رقم الدور: الدور الثالث.
* طبيعة العمارة: عمارة هادئة وراقية (10 شقق فقط، وأغلب السكان من خارج مكة).
* عمر الشقة: 5 سنوات تقريباً.
* **التقسيم الداخلي:**
* 5 غرف واسعة
* صالة معيشة
* 3 دورات مياه
* غرفة خادمة
* مطبخ
---

المميزات والخدمات:

* عداد كهرباء مستقل + عداد مياه مستقل
* موقف سيارة خاص ومستقل
* بيئة سكنية هادئة وقليلة الكثافة

---

الخيارات المالية (للبيع أو الإيجار):

* خيار البيع:
* السعر:730,000 ريال
* التسهيلات:مقبولة لدى جميع البنوك والجهات التمويلية.
* *(ملاحظة للمشتري/المستثمر: الشقة مؤجرة حالياً بـ 50,000 ريال حتى شهر 10 شوال).*


* خيار الإيجار:
* قيمة الإيجار:50,000 ريال سنوياً



---

للتواصل والاستفسار:
* جوال / واتساب: [((الرقم يظهر عند الضغط على اتصال))]"
6715629,https://sa.aqar.fm/عمائر-للبيع/مكة-المكرمة/حي-الزهراء/شارع-شارع-461-الزهراءالوسطى-حي-الزهراء-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6715629,"عمارة للبيع في شارع شارع 461 الزهراءالوسطى, حي الزهراء, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-06-02,عمارة,حي الزهراء,حي الزهراء,"3,750,000",448.0,,,11.0,"250,000",6.67%,مصعد | بلكونة,نعم,عمود الشركة فاضي (فرد),سهيل باسم,"� عمارة للبيع في مكة المكرمة 
📍 موقع مميز تبعد عن الحرم خمس دقائق فقط حي الزهراء  وجهتين اماميه وخلفية  
🔹 المواصفات العامة: • المساحة: 448.52 م² • الصك: إلكتروني • عمر البناء: 35 سنة (تمت تجربته وصيانته) • مكونة من 3 أدوار + ملحق • 3 محلات تجارية مؤجرة • مواقف خارجية تتسع لـ 6 سيارات خلف المبنى • مساحة كافية لبناء مصعد مستقبلاً • الخزان الأرضي يسع 3 تريلات ماء • البيارة متصلة بالشبكة العامة  

🔹 تفاصيل الأدوار: كل دور يحتوي على شقتين منفصلتين، كل شقة مكونة من: • 4 غرف • صالة • مطبخ • حمّامين • بعضها يحتوي على بلكونة  المساحات: • الغرف: 4×5 و 4×4 • المطبخ: 4×4 • الصالة: 6×5 • الحمامات: 2×2 و 2×4  🔹 الملحق: • غرفة بمساحة 5×5 • حمام بمساحة 5×4  🔹 المحلات التجارية: • 3 دكاكين مؤجرة • مواقف خاصة: ◦ دكانان لكل منهما موقفان ◦ دكان واحد بموقف واحد  
💰 الدخل السنوي: 250,000 ريال (صافي)  
تم تنزيل السعر الى  2.500.000 ريال  📌 
قابل للتفاوض البسيط – السعر لا يشمل الضريبة والدلالة التواصل:"
6742306,https://sa.aqar.fm/شقق-للبيع/مكة-المكرمة/حي-بطحاء-قريش/شارع-عبد-الله-سعود-العيسى-حي-بطحاء-قريش-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6742306,"شقة للبيع في شارع عبد الله سعود العيسى, حي بطحاء قريش, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-06-21,شقة,حي بطحاء قريش,حي بطحاء قريش,"750,000",206.0,6.0,5.0,11.0,"48,000",6.40%,خزان مستقل | صك مستقل,لا,,علي عائض,"🏡 للبيع شقة استثمارية في مكة المكرمة – حي بطحاء قريش
📍 موقع مميز يبعد حوالي 10 دقائق عن الحرم المكي الشريف، وقريب من الشارع التجاري والخدمات.
الموقع : 
https://maps.app.goo.gl/2g1chq568wNjVxda9?g_st=awb
🔹 تفاصيل العقار:
* الدور الثاني شقة 11
• المساحة: 206.21 م²
• صك مستقل بنسبة ملكية 100%
• 6 غرف
• 4 دورات مياه
• مطبخ
• مدخلان مستقلان
• خزان مياه مستقل
• جميع الخدمات متوفرة (ماء وكهرباء)
💰 ميزة استثمارية:
العقار مؤجر حالياً بدخل يقارب 48,000 ريال سنوياً، ويتم تأجيره بشكل مستمر مع ارتفاع الطلب خلال مواسم رمضان والحج.
✅ لا توجد أي مديونيات أو التزامات على العقار.
💵 سعر البيع: 750,000 ريال
❗ غير شامل ضريبة التصرفات العقارية والسعي، وتكون على المشتري.
للتواصل والاستفسار:
مكتب الخيار الصحيح للخدمات العقارية
📞 ((الرقم يظهر عند الضغط على اتصال))
رقم ترخيص : 7201013658"
6811653,https://sa.aqar.fm/شقق-للبيع/مكة-المكرمة/حي-بطحاء-قريش/شارع-سعيد-بن-زيد-القرشى-رضى-الله-عنه-حي-بطحاء-قريش-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6811653,"شقة للبيع في شارع سعيد بن زيد القرشى رضى الله عنه, حي بطحاء قريش, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-09-07,شقة,حي بطحاء قريش,حي بطحاء قريش,"650,000",172.0,4.0,0.0,11.0,"40,000",6.15%,مكيفات راكبة | تشطيب فاخر | مؤثثة | مستودع | مدخل خاص | قريب من الخدمات,لا,,نوف سعيد,"🏠🏠🏠

✨ شقة فاخرة مؤثثة للبيع – استثمار جاهز
📍 الموقع: حي بطحاء قريش – موقع مميز وقريب من جميع الخدمات

🏡 تفاصيل الشقة:

* المساحة: 172.43 م²
* مدخلان مستقلان (رجال / نساء)
* مجلس رجال مستقل
* غرفة جلوس مؤثثة (كنب فاخر + تلفزيون)
* صالة طعام بمدخل خاص للنساء مع طاولة طعام
* مطبخ كبير ومتكامل (ثلاجة + فريزر + فرن + شفاط)
* مجلس نساء متكامل
* غرفة نوم ماستر فاخرة
* مستودع تخزين
* غرفة غسيل
* 3 دورات مياه بتشطيبات عصرية

✨ المميزات:
✔️ تشطيبات فاخرة (VIP)
✔️ أثاث أنيق ونظيف
✔️ 5 مكيفات سبليت
✔️ إطلالة جميلة
✔️ موقع حيوي وقريب من جميع الخدمات

📍 الموقع:
🕋 قريبة من الحرم المكي
‏🅿️ تبعد 7 دقائق فقط عن مواقف كدي
🕌 مجاورة لجامع صالح الراجحي

💰 ميزة استثمارية:
الشقة مؤجرة حالياً بقيمة 40,000 ريال سنوياً،بعقد إلكتروني ، ويتبقى في عقد المستأجر 4 أشهر، وبعد إنتهاء العقد يكون للمشتري كامل الحق في تجديد العقد مع المستأجر أو عدم التجديد حسب رغبته.

⚠️ ملاحظات:

* لا توجد التحف و الكنب في مجلس الرجال"
6847019,https://sa.aqar.fm/عمائر-للبيع/مكة-المكرمة/حي-العمرة-الجديدة/شارع-البحيري-حي-العمرة-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6847019,"عمارة للبيع في شارع البحيري, حي العمرة, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-08-29,عمارة,حي العمرة الجديدة,حي العمرة الجديدة,"1,500,000",443.0,,,11.0,"81,600",5.44%,مصعد,نعم,عمود الشركة فاضي (فرد),عبدالرحمن ابراهيم,"عمارة للبيع مكونة من خمس شقق مساحة الأرض 443 متر 
على شارعين  شمالي عرض  ١٥ متر غربي عرض ١٥ متر 
يوجد عداد كهرب خاص بكل شقة
عداد مياة واحد للعمارة كاملة يشمل الصرف الصحي
متوفر تأسيس مصعد 
الحي مكتمل الخدمات 
الدور الأول مكون من:
شقتين مكونة من 4 غرف ومطبخ ودورتين مياة الاولى مؤجرة ب  15.6 الف  والشقة الثانية  مؤجرة ب 12 الف 
الدور الثاني شقتين شقة خمس غرف وشقة 4 غرف ودورتين مياة ومطبخ
كل شقة مؤجرة ب 18 الف  
الملحق  مكون من شقة 4 غرف ومطبخ ودورتين مياة مؤجر ب 12 الف 

اجمالي الدخل السنوي 81600  ريال

المطلوب  مليون ونصف صافي غير شامل السعي والضريبة

التواصل عبر تطبيق عقار او واتس فقط 


رخصة فال 1100284765"
6767367,https://sa.aqar.fm/عمائر-للبيع/مكة-المكرمة/حي-الشوقية/شارع-غاف-الجواء-حي-المحمدية-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6767367,"عمارة للبيع في شارع غاف الجواء, حي المحمدية, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-08-08,عمارة,حي الشوقية,حي الشوقية,"1,500,000",550.0,,,11.0,"80,000",5.33%,,نعم,عمود الشركة فاضي (فرد),عبدالله محمدامين ارشد بنجر,"يقع العقار في منطقة عمائر ٤ ادوار وملحق ودور مواقف. الوضع الحالي للعقارة عبارة عن
دورين كل دور شقتين
كل شقة 3 غرف 2 حمام مطبخ 
يوجد بدروم 
الماء والصرف موجود 
5 عداد كهرباء
كان مؤجر ب ٨٠ ألف ريال في السنه
عمر العقار ٤٠ سنه"
6748305,https://sa.aqar.fm/عمائر-للبيع/مكة-المكرمة/حي-بطحاء-قريش/شارع-امامه-بنت-ابي-العاص-رضي-الله-عنها-حي-السوق-الجديد-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6748305,"عمارة للبيع في شارع امامه بنت ابي العاص رضي الله عنها, حي السوق الجديد, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-08-23,عمارة,حي بطحاء قريش,حي بطحاء قريش,"2,200,000",568.0,,,10.0,"115,000",5.23%,,نعم,عمود الشركة فاضي (فرد),محمد عبدالرحمن سعد الزير,"عمارة في مكة المكرمة في حي بطحاء قريش 
يوجد بها خمس شقق كل شقه من خمس غرف وصاله كبيره ومطبخ ودورتين مياه 
وجميع الشقق مؤجرة باكامل ودخلها تقريباً ١١٥ الف ريال 
والبيع سمح ان شاء الله 
السوم صافي اثنين مليون وميتين الف صافي والبيع قريب"
6828620,https://sa.aqar.fm/شقق-للبيع/مكة-المكرمة/حي-بطحاء-قريش/شارع-أحمد-بن-محمد-الذهبي-حي-بطحاء-قريش-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6828620,"شقة للبيع في شارع أحمد بن محمد الذهبي, حي بطحاء قريش, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-09-16,شقة,حي بطحاء قريش,حي بطحاء قريش,"500,000",192.0,5.0,3.0,3.0,"26,000",5.20%,مصعد | موقف خاص | عداد كهرباء مستقل | خزان مستقل,لا,,خالد جزاء,"� للبيع شقة تمليك في حي بطحاء قريش

📍 موقع مميز وقريب من بنده، وجميع الخدمات متوفرة وقريبة.

تفاصيل الشقة:

* الدور الأول
* المساحة: 194م² تقريبًا
* مجلس رجال
* صالة طعام
* صالة نساء داخلية
* مطبخ
* غرفة نوم ماستر
* غرفتا نوم
* 3 دورات مياه
* عمر العقار: حوالي 3 سنوات
* عداد كهرباء مستقل
* خزان مياه مستقل
* موقف سيارة خاص
* مصعد

💰 الشقة مؤجرة حاليًا بـ 26,000 ريال سنويًا
💵 سعر البيع: 550,000 ريال"
6834356,https://sa.aqar.fm/عمائر-للبيع/مكة-المكرمة/حي-العمرة-الجديدة/شارع-محمد-الهاروني-حي-العمرة-مدينة-مكة-المكرمة-منطقة-مكة-المكرمة-6834356,"عمارة للبيع في شارع محمد الهاروني, حي العمرة, مدينة مكة المكرمة, منطقة مكة المكرمة",2026-09-19,عمارة,حي العمرة الجديدة,حي العمرة الجديدة,"1,800,000",690.0,,,8.0,"92,500",5.14%,مصعد | دور أرضي,لا,,ضيف الله بخيت زاعب المتعاني,"عمارة استثمارية للبيع | مكة المكرمة – النوارية

فرصة استثمارية مميزة لامتلاك عمارة سكنية مؤجرة بالكامل لشركة أبانا بعائد إيجاري قائم، ومقامة على أرض بمساحة 690.85 م² حسب صك الملكية، وبموقع مميز على حرف T.

📍 الموقع
مكة المكرمة – النوارية
حسب الصك: حي العمرة الجديدة

📐 بيانات العقار حسب الصك
• رقم القطعة: 1340
• رقم المخطط: 1 / 32 / 1
• مساحة الأرض: 690.85 م²
• شرقًا: شارع بعرض 15م وبطول 20.5م
• جنوبًا: قطعة رقم 1342 بطول 33.7م

🏠 الدور الأرضي
شقتان، كل شقة تتكون من:
• 4 غرف
• صالة
• مطبخ
• 3 دورات مياه

🏠 الدور الأول
شقتان، كل شقة تتكون من:
• 5 غرف
• صالة
• مطبخ
• 3 دورات مياه

🏡 الملحق
• غرفتان
• مطبخ
• دورتا مياه

✨ مواصفات ومميزات العقار:
• عمر العقار: 14 سنة
• العمارة مؤسسة لتركيب مصعد
• موقع مميز على حرف T
• 4 شقق بالإضافة إلى الملحق
• مؤجرة بالكامل بعقد قائم
• مناسبة للاستثمار وتحقيق دخل إيجاري

💰 العائد الإيجاري:
• المستأجر: شركة أبانا
• الإيجار السنوي: 92,500 ريال
• السداد: دفعة واحدة

💵 السعر المطلوب: 1,800,000 ريال

📌 يوجد على العقار التزام للصندوق العقاري بمبلغ يقارب 160,000 ريال.

📞 للتواصل والاستفسار
☎️ الرقم الموحد: 920017364
🏠 قسم البيع والاستثمار: ((الرقم يظهر عند الضغط على اتصال))
🔑 قسم التأجير: ((الرقم يظهر عند الضغط على اتصال))
👤 خدمة العملاء: ((الرقم يظهر عند الضغط على اتصال))
👤 خدمة العملاء: ((الرقم يظهر عند الضغط على اتصال))
🛠️ قسم الصيانة والتكييف: ((الرقم يظهر عند الضغط على اتصال))

📧 aqar@smsamm.com
🌐 alsmsam.com
📢 تيليجرام: @alsmsamalaqari

الصمصام العقاري
وسيط عقاري مرخص | رخصة فال: 1200005524
📢 ترخيص الإعلان العقاري: 7201096407

عندما تجتمع الخبرة العقارية بالتسويق الذكي✅"
6450208,https://sa.aqar.fm/عمائر-للبيع/مكة-المكرمة/حي-الخضراء/شارع-شارع-أبي-بن-شريق-حي-الخضراء-مدينة-مكه-المكرمه-منطقة-مكة-المكرمة-6450208,"عمارة للبيع في شارع شارع أبي بن شريق, حي الخضراء, مدينة مكه المكرمه, منطقة مكة المكرمة",2025-11-02,عمارة,حي الخضراء,حي الخضراء,"6,000,000",805.0,,,2.0,"300,000",5.00%,عداد كهرباء مستقل | خزان مستقل,لا,,همدان بن احمد بن هادي الكثيري,"الوسيط العقاري: خالد الهويدي:966.562555504

📍 عمارة فاخرة للبيع – حي الخضراء | مكة المكرمة فرصة استثمارية مميزة في موقع استراتيجي، تجمع بين العائد المجزي والتشطيب الراقي. 🏢 تفاصيل العقار: • المساحة الكلية: 806 م² • مساحة المباني: أكثر من 2400 م² • العمر: سنة ونصف فقط • عدد الأدوار: 5 • عدد الشقق: 10 شقق مؤجرة بالكامل • التشطيب: فاخر وعصري • المرافق:• مواقف خاصة • عداد كهرباء مستقل لكل شقة • خزان مياه مستقل • موقع مميز قريب من جميع المرافق الحيوية 📐 المواصفات الفنية: • الواجهة: غربية • عرض الشارع: 20 متر • طول الواجهة: 30 متر 💰 العائد الاستثماري: • الدخل السنوي: 300,000 ريال • العقود: موثّقة عبر منصة إيجار • السعر المطلوب: 6,000,000 ريال سعودي (صافي للبائع) • السعي والضريبة: على المشتري • السعر قابل للتفاوض المعقول 📍 الموقع الجغرافي: • مكة المكرمة – حي الخضراء • ⏱ 22 دقيقة عن المسجد الحرام • ⏱ 11 دقيقة عن وسط الشرائع • ⏱ 23 دقيقة إلى محطة قطار الحرمين • ⏱ 59 دقيقة عن مطار الملك عبدالعزيز . فرصة لا تُفوّت للمستثمرين الباحثين عن دخل ثابت وموقع استراتيجي في قلب مكة المكرمة."
